card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fight_date,fights_location,round_format,round_fought,weight_class,winner,winning_method
UFC Macao: Franklin vs Le,Riki Fukuda,51%,164,5,3,Tom DeBlass,36%,120,0,0,November 10 2012,"Macau, China",3,3,Middleweight,Riki Fukuda,U-DEC
UFC Macao: Franklin vs Le,Jon Tuck,43%,93,2,2,Zhang Tiequan,43%,82,0,0,November 10 2012,"Macau, China",3,3,Lightweight,Jon Tuck,U-DEC
UFC on FX: Sotiropoulos vs Pearson,Robert Whittaker,41%,202,0,0,Brad Scott,32%,171,5,1,December 14 2012,"Gold Coast, Queensland, Australia",3,3,Welterweight,Robert Whittaker,U-DEC
UFC Macao: Franklin vs Le,Dong Hyun Kim,55%,40,6,3,Paulo Thiago,20%,10,0,0,November 10 2012,"Macau, China",3,3,Welterweight,Dong Hyun Kim,U-DEC
UFC Macao: Franklin vs Le,Takanori Gomi,38%,140,2,1,Mac Danzig,52%,122,5,2,November 10 2012,"Macau, China",3,3,Lightweight,Takanori Gomi,S-DEC
UFC Macao: Franklin vs Le,Thiago Silva,65%,95,1,1,Stanislav Nedkov,25%,70,4,0,November 10 2012,"Macau, China",3,3,Light Heavyweight,Thiago Silva,Overturned
UFC on FX: Sotiropoulos vs Pearson,Ross Pearson,30%,113,6,1,George Sotiropoulos,50%,100,1,0,December 14 2012,"Gold Coast, Queensland, Australia",5,3,Lightweight,Ross Pearson,KO/TKO
UFC Macao: Franklin vs Le,Cung Le,57%,21,0,0,Rich Franklin,50%,16,0,0,November 10 2012,"Macau, China",5,1,Middleweight,Cung Le,KO/TKO
UFC 154: St-Pierre vs Condit,Antonio Carvalho,32%,150,0,0,Rodrigo Damm,31%,158,0,0,November 17 2012,"Montreal, Quebec, Canada",3,3,Featherweight,Antonio Carvalho,S-DEC
UFC 154: St-Pierre vs Condit,Matthew Riddle,27%,163,4,1,John Maguire,33%,109,6,0,November 17 2012,"Montreal, Quebec, Canada",3,3,Welterweight,Matthew Riddle,U-DEC
UFC 154: St-Pierre vs Condit,Cyrille Diabate,85%,7,2,2,Chad Griggs,66%,3,2,1,November 17 2012,"Montreal, Quebec, Canada",3,1,Light Heavyweight,Cyrille Diabate,SUB
UFC 154: St-Pierre vs Condit,Patrick Cote,42%,33,0,0,Alessio Sakara,70%,34,0,0,November 17 2012,"Montreal, Quebec, Canada",3,1,Middleweight,Patrick Cote,DQ
UFC 154: St-Pierre vs Condit,Ivan Menjivar,60%,10,0,0,Azamat Gashimov,30%,13,1,1,November 17 2012,"Montreal, Quebec, Canada",3,1,Bantamweight,Ivan Menjivar,SUB
UFC 154: St-Pierre vs Condit,John Makdessi,17%,369,5,0,Sam Stout,53%,157,0,0,November 17 2012,"Montreal, Quebec, Canada",3,3,Lightweight,John Makdessi,U-DEC
UFC 154: St-Pierre vs Condit,Pablo Garza,59%,66,1,1,Mark Hominick,42%,197,5,2,November 17 2012,"Montreal, Quebec, Canada",3,3,Featherweight,Pablo Garza,U-DEC
UFC 154: St-Pierre vs Condit,Francis Carmont,40%,84,2,0,Tom Lawlor,26%,75,8,2,November 17 2012,"Montreal, Quebec, Canada",3,3,Middleweight,Francis Carmont,S-DEC
UFC 154: St-Pierre vs Condit,Rafael Dos Anjos,32%,59,11,0,Mark Bocek,40%,134,5,4,November 17 2012,"Montreal, Quebec, Canada",3,3,Lightweight,Rafael Dos Anjos,U-DEC
UFC 154: St-Pierre vs Condit,Johny Hendricks,42%,7,0,0,Martin Kampmann,0%,4,0,0,November 17 2012,"Montreal, Quebec, Canada",3,1,Welterweight,Johny Hendricks,KO/TKO
UFC 152: Jones vs Belfort,Marcus Brimage,49%,175,9,2,Jimy Hettes,39%,282,0,0,September 22 2012,"Toronto, Ontario, Canada",3,3,Featherweight,Marcus Brimage,U-DEC
UFC 152: Jones vs Belfort,Mitch Gagnon,45%,11,0,0,Walel Watson,12%,8,0,0,September 22 2012,"Toronto, Ontario, Canada",3,1,Bantamweight,Mitch Gagnon,SUB
UFC 154: St-Pierre vs Condit,Georges St-Pierre,53%,132,8,7,Carlos Condit,24%,148,0,0,November 17 2012,"Montreal, Quebec, Canada",5,5,Welterweight,Georges St-Pierre,U-DEC
UFC 152: Jones vs Belfort,Seth Baczynski,19%,78,0,0,Simeon Thoresen,31%,54,0,0,September 22 2012,"Toronto, Ontario, Canada",3,1,Welterweight,Seth Baczynski,KO/TKO
UFC 152: Jones vs Belfort,TJ Grant,54%,300,3,0,Evan Dunham,42%,377,8,3,September 22 2012,"Toronto, Ontario, Canada",3,3,Lightweight,TJ Grant,U-DEC
UFC 152: Jones vs Belfort,Sean Pierson,46%,159,3,0,Lance Benoist,45%,200,1,0,September 22 2012,"Toronto, Ontario, Canada",3,3,Welterweight,Sean Pierson,U-DEC
UFC 152: Jones vs Belfort,Kyle Noke,46%,15,0,0,Charlie Brenneman,0%,2,0,0,September 22 2012,"Toronto, Ontario, Canada",3,1,Welterweight,Kyle Noke,KO/TKO
UFC 152: Jones vs Belfort,Cub Swanson,42%,21,0,0,Charles Oliveira,33%,18,2,1,September 22 2012,"Toronto, Ontario, Canada",3,1,Featherweight,Cub Swanson,KO/TKO
UFC 152: Jones vs Belfort,Demetrious Johnson,17%,250,7,0,Joseph Benavidez,49%,156,10,5,September 22 2012,"Toronto, Ontario, Canada",5,5,Flyweight,Demetrious Johnson,S-DEC
UFC 152: Jones vs Belfort,Vinny Magalhaes,61%,13,2,1,Igor Pokrajac,78%,19,3,1,September 22 2012,"Toronto, Ontario, Canada",3,2,Light Heavyweight,Vinny Magalhaes,SUB
UFC 152: Jones vs Belfort,Matt Hamill,65%,144,8,6,Roger Hollett,36%,72,0,0,September 22 2012,"Toronto, Ontario, Canada",3,3,Light Heavyweight,Matt Hamill,U-DEC
UFC 152: Jones vs Belfort,Michael Bisping,45%,141,13,4,Brian Stann,40%,141,0,0,September 22 2012,"Toronto, Ontario, Canada",3,3,Middleweight,Michael Bisping,U-DEC
UFC on FUEL TV: Struve vs Miocic,Jimi Manuwa,63%,44,8,2,Kyle Kingsbury,68%,77,0,0,September 29 2012,"Nottingham, England, United Kingdom",3,2,Light Heavyweight,Jimi Manuwa,KO/TKO
UFC on FUEL TV: Struve vs Miocic,Brad Pickett,29%,48,1,0,Yves Jabouin,45%,57,0,0,September 29 2012,"Nottingham, England, United Kingdom",3,1,Bantamweight,Brad Pickett,KO/TKO
UFC on FUEL TV: Struve vs Miocic,Akira Corassani,49%,105,11,1,Andy Ogle,48%,93,0,0,September 29 2012,"Nottingham, England, United Kingdom",3,3,Featherweight,Akira Corassani,S-DEC
UFC on FUEL TV: Struve vs Miocic,Che Mills,61%,13,2,2,Duane Ludwig,20%,10,0,0,September 29 2012,"Nottingham, England, United Kingdom",3,1,Welterweight,Che Mills,KO/TKO
UFC 152: Jones vs Belfort,Jon Jones,59%,110,1,1,Vitor Belfort,44%,36,0,0,September 22 2012,"Toronto, Ontario, Canada",5,4,Light Heavyweight,Jon Jones,SUB
UFC on FUEL TV: Struve vs Miocic,John Hathaway,30%,135,2,1,John Maguire,31%,41,3,1,September 29 2012,"Nottingham, England, United Kingdom",3,3,Welterweight,John Hathaway,U-DEC
UFC on FUEL TV: Struve vs Miocic,Dan Hardy,46%,141,7,3,Amir Sadollah,45%,134,2,0,September 29 2012,"Nottingham, England, United Kingdom",3,3,Welterweight,Dan Hardy,U-DEC
UFC on FUEL TV: Struve vs Miocic,Stefan Struve,44%,128,0,0,Stipe Miocic,50%,95,3,1,September 29 2012,"Nottingham, England, United Kingdom",5,2,Heavyweight,Stefan Struve,KO/TKO
UFC 153: Silva vs Bonnar,Diego Brandao,42%,77,4,3,Joey Gambino,35%,109,4,0,October 13 2012,"Rio de Janeiro, Brazil",3,3,Featherweight,Diego Brandao,U-DEC
UFC 153: Silva vs Bonnar,Sergio Moraes,35%,45,11,4,Renee Forte,34%,76,0,0,October 13 2012,"Rio de Janeiro, Brazil",3,3,Welterweight,Sergio Moraes,SUB
UFC 153: Silva vs Bonnar,Chris Camozzi,41%,133,3,1,Luiz Cane,36%,269,1,0,October 13 2012,"Rio de Janeiro, Brazil",3,3,Middleweight,Chris Camozzi,U-DEC
UFC 153: Silva vs Bonnar,Rony Jason,47%,96,1,1,Sam Sicilia,40%,96,1,1,October 13 2012,"Rio de Janeiro, Brazil",3,2,Featherweight,Rony Jason,KO/TKO
UFC 153: Silva vs Bonnar,Demian Maia,62%,8,5,3,Rick Story,60%,5,0,0,October 13 2012,"Rio de Janeiro, Brazil",3,1,Welterweight,Demian Maia,SUB
UFC on FUEL TV: Struve vs Miocic,Matt Wiman,60%,10,1,1,Paul Sass,75%,4,0,0,September 29 2012,"Nottingham, England, United Kingdom",3,1,Lightweight,Matt Wiman,SUB
UFC 153: Silva vs Bonnar,Gleison Tibau,57%,63,6,5,Francisco Trinaldo,46%,97,0,0,October 13 2012,"Rio de Janeiro, Brazil",3,3,Lightweight,Gleison Tibau,U-DEC
UFC 153: Silva vs Bonnar,Glover Teixeira,58%,145,3,3,Fabio Maldonado,27%,36,0,0,October 13 2012,"Rio de Janeiro, Brazil",3,2,Light Heavyweight,Glover Teixeira,KO/TKO
UFC 153: Silva vs Bonnar,Jon Fitch,62%,131,9,6,Erick Silva,57%,33,3,2,October 13 2012,"Rio de Janeiro, Brazil",3,3,Welterweight,Jon Fitch,U-DEC
UFC 150: Henderson vs Edgar II,Chico Camus,59%,37,2,1,Dustin Pague,71%,45,2,2,August 11 2012,"Denver, Colorado, USA",3,3,Bantamweight,Chico Camus,U-DEC
UFC 153: Silva vs Bonnar,Phil Davis,59%,49,6,5,Wagner Prado,18%,11,0,0,October 13 2012,"Rio de Janeiro, Brazil",3,2,Light Heavyweight,Phil Davis,SUB
UFC 153: Silva vs Bonnar,Antonio Rodrigo Nogueira,40%,49,3,1,Dave Herman,40%,32,2,2,October 13 2012,"Rio de Janeiro, Brazil",3,2,Heavyweight,Antonio Rodrigo Nogueira,SUB
UFC 153: Silva vs Bonnar,Anderson Silva,70%,27,0,0,Stephan Bonnar,27%,43,3,0,October 13 2012,"Rio de Janeiro, Brazil",3,1,Light Heavyweight,Anderson Silva,KO/TKO
UFC 150: Henderson vs Edgar II,Erik Perez,66%,3,0,0,Ken Stone,81%,11,0,0,August 11 2012,"Denver, Colorado, USA",3,1,Bantamweight,Erik Perez,KO/TKO
UFC 150: Henderson vs Edgar II,Dennis Bermudez,44%,27,2,1,Tommy Hayden,22%,27,3,0,August 11 2012,"Denver, Colorado, USA",3,1,Featherweight,Dennis Bermudez,SUB
UFC 150: Henderson vs Edgar II,Nik Lentz,89%,37,4,4,Eiji Mitsuoka,50%,10,2,0,August 11 2012,"Denver, Colorado, USA",3,1,Featherweight,Nik Lentz,KO/TKO
UFC 150: Henderson vs Edgar II,Max Holloway,35%,90,4,1,Justin Lawrence,23%,124,0,0,August 11 2012,"Denver, Colorado, USA",3,2,Featherweight,Max Holloway,KO/TKO
UFC 150: Henderson vs Edgar II,Yushin Okami,38%,68,6,3,Buddy Roberts,42%,35,0,0,August 11 2012,"Denver, Colorado, USA",3,2,Middleweight,Yushin Okami,KO/TKO
UFC 150: Henderson vs Edgar II,Jake Shields,70%,47,8,3,Ed Herman,42%,50,1,1,August 11 2012,"Denver, Colorado, USA",3,3,Middleweight,Jake Shields,Overturned
UFC 150: Henderson vs Edgar II,Michael Kuiper,40%,149,3,0,Jared Hamman,58%,95,2,1,August 11 2012,"Denver, Colorado, USA",3,2,Middleweight,Michael Kuiper,KO/TKO
UFC 150: Henderson vs Edgar II,Benson Henderson,38%,167,1,0,Frankie Edgar,36%,182,6,2,August 11 2012,"Denver, Colorado, USA",5,5,Lightweight,Benson Henderson,S-DEC
UFC on FX: Browne vs Bigfoot,Jacob Volkmann,32%,25,4,1,Shane Roller,0%,7,0,0,October 05 2012,"Minneapolis, Minnesota, USA",3,1,Lightweight,Jacob Volkmann,SUB
UFC on FX: Browne vs Bigfoot,Marcus LeVesseur,68%,77,7,3,Carlo Prater,53%,79,5,0,October 05 2012,"Minneapolis, Minnesota, USA",3,3,Lightweight,Marcus LeVesseur,S-DEC
UFC 150: Henderson vs Edgar II,Donald Cerrone,44%,9,0,0,Melvin Guillard,35%,28,0,0,August 11 2012,"Denver, Colorado, USA",3,1,Lightweight,Donald Cerrone,KO/TKO
UFC on FX: Browne vs Bigfoot,Michael Johnson,47%,36,0,0,Danny Castillo,48%,35,1,0,October 05 2012,"Minneapolis, Minnesota, USA",3,2,Lightweight,Michael Johnson,KO/TKO
UFC on FX: Browne vs Bigfoot,Mike Pierce,63%,44,1,1,Aaron Simpson,47%,21,2,0,October 05 2012,"Minneapolis, Minnesota, USA",3,2,Welterweight,Mike Pierce,KO/TKO
UFC on FOX: Shogun vs Vera,Manvel Gamburyan,44%,116,12,6,Michihiro Omigawa,43%,94,2,0,August 04 2012,"Los Angeles, California, USA",3,3,Featherweight,Manvel Gamburyan,U-DEC
UFC on FX: Browne vs Bigfoot,Jake Ellenberger,30%,81,4,2,Jay Hieron,25%,127,2,0,October 05 2012,"Minneapolis, Minnesota, USA",3,3,Welterweight,Jake Ellenberger,U-DEC
UFC on FOX: Shogun vs Vera,John Moraga,53%,63,0,0,Ulysses Gomez,37%,43,5,0,August 04 2012,"Los Angeles, California, USA",3,1,Flyweight,John Moraga,KO/TKO
UFC on FOX: Shogun vs Vera,Phil Davis,33%,12,0,0,Wagner Prado,12%,16,0,0,August 04 2012,"Los Angeles, California, USA",3,1,Light Heavyweight,Phil Davis,CNC
UFC on FX: Browne vs Bigfoot,John Dodson,29%,112,2,0,Jussier Formiga,24%,37,5,0,October 05 2012,"Minneapolis, Minnesota, USA",3,2,Flyweight,John Dodson,KO/TKO
UFC on FX: Browne vs Bigfoot,Antonio Silva,42%,19,0,0,Travis Browne,75%,20,2,0,October 05 2012,"Minneapolis, Minnesota, USA",5,1,Heavyweight,Antonio Silva,KO/TKO
UFC on FOX: Shogun vs Vera,Philip De Fries,45%,77,6,2,Oli Thompson,51%,35,3,0,August 04 2012,"Los Angeles, California, USA",3,2,Heavyweight,Philip De Fries,SUB
UFC on FOX: Shogun vs Vera,Nam Phan,33%,422,1,0,Cole Miller,35%,366,0,0,August 04 2012,"Los Angeles, California, USA",3,3,Featherweight,Nam Phan,S-DEC
UFC on FOX: Shogun vs Vera,Rani Yahya,60%,10,0,0,Josh Grispi,33%,9,2,1,August 04 2012,"Los Angeles, California, USA",3,1,Featherweight,Rani Yahya,SUB
UFC on FOX: Shogun vs Vera,Joe Lauzon,37%,118,5,2,Jamie Varner,46%,177,4,2,August 04 2012,"Los Angeles, California, USA",3,3,Lightweight,Joe Lauzon,SUB
UFC on FOX: Shogun vs Vera,Lyoto Machida,67%,31,0,0,Ryan Bader,21%,32,0,0,August 04 2012,"Los Angeles, California, USA",3,2,Light Heavyweight,Lyoto Machida,KO/TKO
UFC on FOX: Shogun vs Vera,Mauricio Rua,66%,103,7,4,Brandon Vera,63%,106,2,1,August 04 2012,"Los Angeles, California, USA",5,4,Light Heavyweight,Mauricio Rua,KO/TKO
